word1,word2,label
bright,despite,1
part,mac,0
engineer,assigned,0
disappear,pioneer,1
bright,offspring,0
satisfy,although,0
revealed,vast,0
debris,free,1
sky,identify,1
yield,defined,0
shield,zone,0
hire,benign,0
obey,lay,1
football,household,0
pray,way,1
belong,asleep,0
fall,corps,0
done,decline,0
sustain,furthermore,0
caste,command,0
jack,scheme,0
arc,despite,0
shook,utilize,0
run,hong,0
more,may,0
place,brown,0
prey,begun,0
fat,than,0
meet,discrete,1
rainfall,overall,1
mar,tomorrow,0
fell,your,0
dare,there,1
chase,revealed,0
mine,stand,0
look,flame,0
brace,song,0
spare,prepare,1
around,before,0
smell,fulfill,0
tone,load,0
will,incomplete,0
race,kill,0
courtyard,explain,0
deny,chart,0
higher,attain,0
organize,mac,0
suite,san,0
pay,fat,0
blame,along,0
bold,sold,1
interview,clue,1
tan,telephone,0
pace,bar,0
behold,june,0
regard,shed,0
kill,wine,0
grace,sheep,0
brown,store,0
store,neighborhood,0
clark,far,0
seminar,meat,0
fun,gun,1
shed,dead,1
amplifier,spread,0
floor,restore,1
fat,mat,1
command,ass,0
railroad,scheme,0
sweet,episode,0
floor,before,1
lee,exercise,0
throne,flow,0
remark,cone,0
dean,shell,0
mold,lee,0
cream,fee,0
neighborhood,vein,0
assign,clarify,0
eat,receipt,1
tall,done,0
chromosome,aware,0
buy,guarantee,0
dry,imply,1
attack,severe,0
run,she,0
photo,wing,0
ally,wrong,0
tune,repeat,0
likewise,would,0
noon,lee,0
told,flat,0
scene,base,0
gear,near,1
dan,fan,1
dwell,gas,0
space,nor,0
justify,why,1
sealed,brown,0
domain,wall,0
lie,comply,1
satellite,copyright,1
outline,yard,0
syndrome,balloon,0
embrace,bass,0
gel,hotel,1
ass,courtyard,0
rode,hood,0
pace,sweep,0
portfolio,photo,1
mat,understood,0
grace,plan,0
das,acquire,0
offspring,free,0
ring,guard,0
pass,regard,0
understood,farewell,0
gun,ted,0
sweet,discrete,1
spell,pair,0
wrong,routine,0
wheat,until,0
dean,ann,0
mode,mark,0
although,invite,0
seem,understood,0
career,shear,1
cook,rat,0
corps,four,1
string,afternoon,0
alone,telephone,1
downtown,ing,0
acquire,fair,0
wrong,blast,0
mark,overnight,0
advise,habitat,0
cast,entire,0
amplifier,realize,0
avenue,through,1
shame,baseball,0
sea,wing,0
everyday,say,1
emphasize,done,0
smell,van,0
moon,downtown,0
caste,interface,0
won,than,1
june,organize,0
start,than,0
ore,loan,0
replace,crew,0
elite,unknown,0
cane,remain,1
das,belong,0
resume,outlined,0
rely,fame,0
white,bold,0
arc,long,0
chromosome,belong,0
scan,folklore,0
can,along,0
pour,been,0
past,long,0
benign,studio,0
elite,stream,0
find,bat,0
immune,instead,0
pour,decline,0
blame,took,0
last,household,0
domain,zone,0
shame,protocol,0
few,pursue,1
stood,trace,0
folklore,shield,0
sphere,might,0
balloon,son,0
atmosphere,grace,0
are,cream,0
yard,bind,0
forecast,crack,0
radio,today,0
hitherto,wire,0
three,balloon,0
screw,alkaline,0
ring,chart,0
well,afternoon,0
elite,shown,0
small,crown,0
chromosome,yard,0
skill,spread,0
caste,parallel,0
sleep,swing,0
took,fled,0
team,van,0
singh,say,0
one,sold,0
courtyard,tune,0
jack,enrolled,0
install,wall,1
are,smart,0
score,more,1
higher,crystalline,0
hart,obtain,0
row,pat,0
defeat,receipt,1
finland,midnight,0
behold,sweep,0
who,satisfy,0
review,new,1
bold,phone,0
old,can,0
questionnaire,keep,0
courtyard,shear,0
premier,deer,1
ring,cane,0
sigh,string,0
noun,supreme,0
thing,space,0
prior,sold,0
fed,hong,0
mar,designed,0
forecast,noon,0
appear,severe,1
bear,affair,1
hat,came,0
courtyard,chromosome,0
complain,terrain,1
feedback,lean,0
alone,bone,1
before,nor,1
known,clark,0
cry,revenue,0
sealed,grand,0
outline,ted,0
until,magazine,0
habitat,farewell,0
mark,unfair,0
merchandise,past,0
long,fear,0
gold,decree,0
stare,hardware,1
alas,forecast,0
cheap,mode,0
afternoon,guard,0
dean,alkaline,0
hood,anyone,0
anywhere,came,0
breakdown,blown,0
bed,textbook,0
genuine,cheap,0
understood,sweet,0
ring,small,0
tune,cell,0
ring,sheer,0
sleep,there,0
contrast,seat,0
down,rode,0
pan,handbook,0
hormone,shown,1
hotel,tea,0
war,lack,0
claim,should,0
code,fight,0
line,railroad,0
strand,command,1
prone,small,0
prize,claim,0
may,welfare,0
format,crack,0
caste,obtain,0
chart,syndrome,0
well,sell,1
away,nowhere,0
refined,hook,0
shed,breakdown,0
repeat,domain,0
fan,sweep,0
tear,year,1
counterpart,reservoir,0
arc,shield,0
zone,alas,0
compromise,realize,1
handbook,zone,0
courtyard,exercise,0
interview,pursue,1
verify,sky,1
same,anyone,0
hong,trace,0
long,japan,0
hormone,keep,0
toe,throw,1
gland,feedback,0
ass,mark,0
combined,likelihood,0
bright,white,1
load,bone,0
stay,brown,0
pioneer,ring,0
audio,concealed,0
grand,upright,0
pioneer,reality,0
photo,part,0
down,ted,0
sheet,repeat,1
declined,song,0
display,star,0
cheap,jar,0
warfare,nowhere,1
along,eat,0
cast,sweet,0
revealed,nine,0
hall,hotel,0
grain,blow,0
thread,led,1
otherwise,realize,1
swing,grow,0
led,delay,0
acquire,blind,0
unite,down,0
race,overnight,0
imply,explore,0
guru,fall,0
sheep,small,0
leap,wright,0
bar,frame,0
park,bay,0
gland,discrete,0
lack,bowed,0
moon,hitherto,0
theme,band,0
race,pat,0
pay,may,1
concealed,benign,0
track,leap,0
broadcast,joe,0
steep,reply,0
questionnaire,steep,0
guy,specify,1
clarify,concealed,0
ann,start,0
fat,who,0
head,tan,0
outlined,otherwise,0
load,where,0
advise,shield,0
star,gay,0
contrast,none,0
thread,combined,0
combined,steep,0
mold,hygiene,0
still,claim,0
rise,site,0
ignore,everyone,0
fell,hotel,1
till,skill,1
tune,track,0
write,told,0
bar,rode,0
clean,spine,0
theme,pray,0
fifteen,noun,0
sigh,imply,1
treat,seat,1
combat,that,1
around,bore,0
trace,anything,0
bowed,wire,0
sat,hygiene,0
fold,sat,0
arise,anyone,0
syndrome,anyone,0
took,combine,0
explore,furthermore,1
finite,night,1
finite,bright,1
delight,stream,0
thee,defeat,0
should,away,0
lane,understand,0
chromosome,reservoir,0
shook,recognize,0
attack,retreat,0
class,occupy,0
seat,wall,0
war,sell,0
thread,bed,1
brown,agree,0
bring,sweep,0
spine,jar,0
reign,refined,0
dead,arc,0
lee,plea,1
gun,pack,0
jane,attain,1
tissue,are,0
main,sweep,0
song,san,0
begun,ring,0
for,chart,0
gland,below,0
meat,cream,0
mass,episode,0
vein,routine,0
belong,fee,0
explore,wore,1
combat,bold,0
pie,chromosome,0
cardiac,hire,0
hong,scheme,0
wright,tell,0
genuine,cardiac,0
revealed,shown,0
football,entire,0
sand,anyone,0
tall,shed,0
polite,arise,0
write,spite,1
score,spread,0
tone,known,1
will,everyone,0
one,song,0
shield,fell,0
complain,wrong,0
fun,episode,0
good,avenue,0
chromosome,are,0
vast,clay,0
done,old,0
shook,spray,0
decree,disappear,0
concealed,nat,0
sheep,halfway,0
alkaline,benign,1
mold,around,0
crew,handbook,0
stream,afternoon,0
known,hormone,1
kill,claim,0
threshold,behold,1
though,joe,1
vast,sight,0
mac,rear,0
gray,grey,1
mere,supply,0
claim,feedback,0
pine,guard,0
slow,run,0
alas,farewell,0
fan,you,0
around,analyze,0
singh,said,0
start,four,0
pine,rode,0
guard,fell,0
shrine,past,0
bite,remark,0
floor,plea,0
dead,steep,0
benign,hart,0
bare,fulfill,0
regard,keen,0
analyze,guru,0
that,track,0
modify,hotel,0
brace,well,0
broadcast,demand,0
ann,van,1
combat,wing,0
balloon,black,0
regard,acquire,0
revealed,behold,0
grand,gland,1
claim,nat,0
card,should,0
pair,there,1
singh,cholesterol,0
die,occupy,1
hormone,prone,1
guard,tissue,0
syndrome,brace,0
between,mean,1
stood,hood,1
long,would,0
combat,behold,0
feedback,premier,0
reservoir,beat,0
disappear,balloon,0
delight,supreme,0
cream,sincere,0
anything,crystalline,0
hygiene,between,1
prior,part,0
fall,strand,0
everyone,flow,0
downtown,vaccine,0
despair,unfair,1
vain,keep,0
smart,hong,0
prone,combat,0
card,justify,0
decree,textbook,0
thee,load,0
jack,smell,0
chart,complain,0
refined,mode,0
toe,shadow,1
chromosome,slight,0
degree,door,0
football,wire,0
one,stay,0
grace,spring,0
sing,string,1
old,place,0
revealed,mac,0
brown,habitat,0
eye,why,1
chromosome,likelihood,0
flame,long,0
score,core,1
fill,tune,0
sight,wright,1
threshold,beat,0
entire,shame,0
sold,air,0
yard,magazine,0
mankind,lined,1
treat,wheat,1
syndrome,mill,0
tune,bed,0
bowed,tan,0
downtown,stood,0
brand,declined,0
clue,stream,0
took,courtyard,0
convey,episode,0
all,than,0
hood,card,0
receipt,beat,1
nine,ignore,0
seen,hong,0
organize,prize,1
tea,organize,0
blow,hood,0
defined,said,0
throne,statue,0
tie,thereby,1
class,jar,0
year,june,0
gun,hook,0
treat,receipt,1
qualify,try,1
blame,gun,0
vaccine,tune,0
till,bowed,0
seminar,pat,0
lane,syndrome,0
das,none,0
behind,tear,0
overall,tall,1
mar,suite,0
cell,hold,0
claim,chromosome,0
supreme,brown,0
game,told,0
reality,agree,1
lean,protocol,0
essay,everyday,1
personnel,remain,0
toe,undergo,1
everyday,spray,1
flight,tune,0
bite,fame,0
pace,degree,0
thing,clark,0
shook,organize,0
kill,still,1
until,sealed,0
head,bat,0
ratio,owe,1
neat,screw,0
sweet,elite,1
view,syndrome,0
small,sweep,0
won,land,0
obey,until,0
require,claim,0
comprise,affair,0
dead,belong,0
sealed,crown,0
satisfy,queen,0
hygiene,mar,0
cheap,rise,0
grain,dan,0
interface,protocol,0
blame,loan,0
limestone,seen,0
son,are,0
otherwise,frame,0
try,pie,1
jar,keen,0
nat,textbook,0
prayer,share,1
good,took,0
tune,noun,0
hello,photo,1
seem,bill,0
survey,stood,0
anyone,gay,0
toe,know,1
yield,outdoor,0
realize,chase,0
refined,spare,0
noun,dead,0
belong,tree,0
fill,your,0
explain,contain,1
down,bowed,0
radar,belong,0
thee,tea,1
who,syndrome,0
far,overall,0
lee,guarantee,1
understood,fill,0
severe,ring,0
define,shrine,1
restore,store,1
blind,jack,0
noun,away,0
ring,can,0
textbook,say,0
compete,remind,0
fun,plan,0
knight,instead,0
genuine,son,0
frontier,hold,0
sat,shown,0
meat,eat,1
smart,interface,0
again,spine,0
chromosome,ill,0
fled,widespread,1
shook,bold,0
score,war,1
swing,bar,0
elite,june,0
last,sweep,0
brazil,none,0
shook,recall,0
can,bill,0
household,compete,0
shadow,known,0
assign,mass,0
sealed,bright,0
pack,frame,0
size,case,0
blast,volunteer,0
rode,sheep,0
wing,brace,0
flat,habitat,1
cane,pain,1
still,brace,0
hood,land,0
heir,marine,0
san,should,0
cardiac,cook,0
along,sweep,0
hong,outline,0
telephone,inland,0
told,far,0
grey,prey,1
jar,supreme,0
blow,studio,1
today,pray,1
guy,deny,1
deer,row,0
chromosome,far,0
drill,came,0
clark,wire,0
cell,sell,1
immune,confined,0
pat,past,0
die,prior,0
cell,shame,0
rainfall,chase,0
square,ass,0
survey,display,1
tell,die,0
heir,stare,1
dead,interface,0
utilize,rode,0
courtyard,fifteen,0
dan,tan,1
spine,divine,1
nat,regime,0
will,cheap,0
require,keep,0
fall,maintain,0
are,part,0
theme,neighborhood,0
compare,yield,0
restore,for,1
wright,polite,1
blame,smart,0
black,resume,0
land,mark,0
ahead,done,0
spell,wire,0
bark,scan,0
than,anyone,1
habitat,took,0
cry,shy,1
sweep,breakdown,0
blast,jay,0
mark,threshold,0
old,noun,0
prepare,revealed,0
hey,resume,1
run,brown,0
that,cast,0
none,heir,0
feedback,sheep,0
sealed,sweet,0
between,routine,1
gear,who,0
tone,shame,0
jean,dean,1
seminar,replace,0
cholesterol,bass,0
tune,anything,0
cone,throne,1
personnel,around,0
treat,apart,0
rode,scan,0
unite,flight,1
syndrome,receipt,0
ray,leap,0
they,stand,0
blast,format,0
contrast,clark,0
chair,routine,0
bone,instead,0
thing,wrong,0
rolled,chain,0
meet,led,0
hotel,string,0
plane,good,0
restore,furthermore,1
shield,mass,0
agree,see,1
furthermore,bold,0
downtown,won,0
finland,fear,0
case,chromosome,0
bat,emphasize,0
lead,fell,0
cast,claim,0
land,will,0
park,fall,0
hong,spray,0
lie,down,0
reply,away,0
due,debris,0
race,esteem,0
all,phone,0
anything,track,0
enrolled,anything,0
black,noun,0
though,crystalline,0
four,smell,0
display,thee,0
overview,ill,0
organize,dean,0
bring,art,0
kind,keep,0
contain,vein,1
enrolled,statue,0
neighborhood,behold,0
shell,june,0
survey,jay,1
aim,declined,0
strand,hat,0
read,thread,1
hello,knight,0
higher,mean,0
micro,although,1
led,wrong,0
declined,sphere,0
mar,episode,0
ing,grey,0
extreme,play,0
grand,embrace,0
clark,scene,0
mode,appetite,0
may,esteem,0
before,therefore,1
railroad,park,0
long,plane,0
why,last,0
pursue,tissue,1
unaware,quo,0
around,nor,0
fleet,brazil,0
neat,stream,0
justify,modify,1
delight,rolled,0
leap,zone,0
combat,chain,0
son,vaccine,0
guarantee,throne,0
hire,art,0
than,episode,0
san,cook,0
understood,ted,0
sat,confined,0
dye,prone,0
beer,span,0
door,outdoor,1
quo,smart,0
cheap,pat,0
cook,hart,0
football,install,1
grand,frame,0
been,none,1
bark,line,0
divine,wrong,0
fair,pair,1
door,score,1
offspring,song,0
spell,stream,0
brazil,combat,0
compare,seminar,0
cone,loan,1
hemisphere,reservoir,0
your,four,1
hook,hire,0
star,drill,0
bore,seat,0
singh,micro,0
fair,ted,0
receipt,elite,1
shrine,crack,0
episode,van,0
cry,vain,0
football,till,0
few,treat,0
throw,row,1
code,everyone,0
vast,anything,0
wrong,buyer,0
terrain,refined,0
steam,clark,0
degree,jar,0
good,scene,0
decay,anyway,1
mat,prior,0
sphere,contrast,0
land,repair,0
utilize,fall,0
mill,dead,0
overhead,ing,0
smell,sealed,0
regard,supply,0
premier,dan,0
repeat,ted,0
episode,hook,0
combine,cholesterol,0
mold,year,0
between,gold,0
grown,chromosome,0
resigned,organize,0
imply,satisfy,1
syndrome,radar,0
specify,noun,0
flame,reality,0
syndrome,fat,0
mac,card,0
hold,wore,0
ban,premier,0
mean,cholesterol,0
throw,pro,1
trace,mere,0
cream,holiday,0
song,cream,0
ill,tone,0
esteem,string,0
mat,zone,0
white,wing,0
bore,unknown,0
likewise,aim,0
stream,sea,0
assigned,defined,1
instead,buyer,0
chain,membrane,1
scheme,cardiac,0
minimize,otherwise,1
inland,protocol,0
tell,overhead,0
bed,string,0
slight,finite,1
desire,childhood,0
regard,format,0
art,revenue,0
sign,genuine,1
sheer,peer,1
neat,meat,1
bright,night,1
son,same,0
might,handbook,0
lead,thread,1
place,pain,0
das,blow,0
hong,alkaline,0
spine,bread,0
smell,farewell,1
queen,still,0
define,anyone,0
combat,eat,0
could,combine,0
till,tray,0
pioneer,ban,0
shrine,whereby,0
sincere,again,0
nearby,belong,0
expand,known,0
reality,she,1
stack,meet,0
span,start,0
throw,deer,0
belong,courtyard,0
strain,ass,0
game,brand,0
designed,widespread,0
swing,can,0
finland,ahead,0
sleep,unite,0
base,therefore,0
noun,bring,0
spine,mine,1
overnight,fulfill,0
bread,case,0
glow,borrow,1
gland,case,0
tan,stay,0
convey,screw,0
dare,where,1
brazil,call,0
japan,own,0
imply,shed,0
clark,wore,0
dye,comply,1
unknown,blown,1
habitat,black,0
away,display,1
guard,past,0
cardiac,string,0
meet,meat,1
treat,explain,0
store,shown,0
meat,bring,0
would,kind,0
park,flame,0
fan,demand,0
node,strand,0
grand,tree,0
caste,slight,0
tray,railway,1
degree,debris,1
moon,cheap,0
dead,offspring,0
breakdown,seminar,0
disappear,sheer,1
warfare,tear,1
neighborhood,cell,0
despair,questionnaire,1
atmosphere,premier,1
unfair,rare,1
long,chromosome,0
acquire,base,0
mark,tone,0
declare,they,0
compete,supreme,0
membrane,remain,1
old,identify,0
vast,read,0
scan,ann,1
fill,jean,0
undergo,grow,1
gene,threshold,0
meat,crew,0
otto,entire,0
chromosome,sing,0
yard,regime,0
crystalline,blind,0
mean,agree,0
forecast,mode,0
aim,sand,0
command,fame,0
minimize,smell,0
yard,breakdown,0
designed,genuine,0
gain,obtain,1
mat,lined,0
advise,arise,1
brand,can,0
vaccine,syndrome,0
disappear,interfere,1
terrain,retain,1
asleep,could,0
domain,gay,0
rise,railway,0
entire,reservoir,0
afternoon,explore,0
year,bat,0
gay,clay,1
instead,until,0
offspring,hall,0
bite,require,0
call,cast,0
fed,begun,0
would,breakdown,0
guard,stare,0
theme,said,0
breakdown,delay,0
exercise,assigned,0
likewise,sealed,0
well,shell,1
gun,counterpart,0
fair,start,0
regard,spine,0
rode,track,0
syndrome,declined,0
fulfill,ill,1
utilize,exercise,1
football,sue,0
shrine,frame,0
seem,core,0
bark,look,0
grand,wind,0
sustain,strain,1
can,amplifier,0
lined,remind,1
for,upright,0
ill,drill,1
install,overnight,0
caste,rainfall,0
courtyard,tea,0
score,replace,0
seem,tell,0
sky,fly,1
tone,near,0
plane,gain,1
aim,wire,0
episode,desire,0
asleep,stare,0
care,refined,0
screen,machine,1
pour,campaign,0
scheme,known,0
designed,more,0
remark,bar,0
fear,too,0
chromosome,game,0
modify,breakdown,0
are,till,0
would,tear,0
asleep,grown,0
cholesterol,cone,0
divine,treat,0
hook,last,0
mankind,mac,0
mass,node,0
everywhere,air,1
grow,plateau,1
sight,entire,0
gun,guard,0
fan,residue,0
sweep,lane,0
arc,shoe,0
are,avenue,0
one,none,1
behold,justify,0
rainfall,all,1
hook,cane,0
rolled,heat,0
gel,bark,0
brown,wall,0
nor,sand,0
arc,jane,0
joe,mac,0
supreme,apply,0
behind,hong,0
frontier,year,1
last,tray,0
studio,cream,0
drain,vain,1
jean,gel,0
appear,unclear,1
confined,birthday,0
are,baseball,0
sleep,kill,0
rainfall,cor,0
gun,bark,0
modify,fled,0
pat,pass,0
syndrome,moon,0
mark,one,0
alas,gray,0
downtown,blame,0
view,hook,0
combat,buyer,0
repeat,chromosome,0
spite,insight,1
unknown,reservoir,0
told,stood,0
call,main,0
hood,shame,0
inland,stand,1
all,breakdown,0
pain,bite,0
hell,lay,0
modify,guy,1
recall,wrong,0
syndrome,chase,0
bark,regard,0
one,wrong,0
screw,two,1
chi,cry,1
occupy,long,0
dead,ted,1
keen,mean,1
plan,should,0
fare,cook,0
through,true,1
syndrome,rear,0
mark,upright,0
than,shield,0
career,unclear,1
last,run,0
benign,tear,0
rode,desire,0
for,immune,0
railroad,contrast,0
start,treat,0
throne,radar,0
folklore,overhead,0
genuine,brace,0
chase,four,0
regime,clark,0
track,stack,1
limestone,drain,0
radar,cream,0
interview,everywhere,0
cell,fight,0
fall,machine,0
grow,throw,1
portfolio,though,1
frame,that,0
limestone,star,0
frame,stand,0
minimize,arc,0
crystalline,song,0
claim,expand,0
tear,near,1
imply,brace,0
begun,gun,1
node,stood,0
call,wine,0
due,through,1
last,despair,0
decree,thing,0
war,four,1
mark,card,0
personnel,farewell,1
sleep,grace,0
zone,tea,0
brazil,spare,0
micro,blow,1
shrine,till,0
june,outlook,0
took,sealed,0
define,require,0
par,assigned,0
view,keep,0
interface,view,0
aim,scene,0
designed,receipt,0
cor,nor,1
been,hat,0
blow,three,0
lined,sat,0
essay,counterpart,0
unaware,anywhere,1
textbook,cardiac,0
seem,regime,1
black,run,0
know,mold,0
decline,dwell,0
wine,crystalline,1
around,cane,0
eat,higher,0
shook,write,0
load,took,0
game,das,0
machine,between,1
chain,well,0
unfair,share,1
chromosome,hold,0
class,remain,0
prey,anyway,1
way,higher,0
tan,forecast,0
overall,gun,0
chromosome,rebel,0
potato,ratio,1
glow,afternoon,0
game,handbook,0
more,clan,0
football,night,0
drain,still,0
cell,telephone,0
cast,bowed,0
wear,unaware,1
rode,claim,0
old,marine,0
toe,railroad,0
emphasize,minimize,1
crown,immune,0
outlined,chromosome,0
machine,insight,0
buyer,repeat,0
bass,brown,0
chart,dwell,0
shoe,two,1
cart,stream,0
assigned,incomplete,0
wrong,gold,0
rear,grass,0
blast,tan,0
immune,scene,0
prayer,air,1
read,code,0
plan,buyer,0
sky,long,0
gain,vain,1
caste,leap,0
arise,prize,1
came,steep,0
mat,space,0
photo,tea,0
shown,arc,0
handbook,free,0
spine,shield,0
afternoon,park,0
define,mine,1
handbook,unknown,0
ing,hold,0
gear,fear,1
domain,mark,0
wall,overall,1
rainfall,cone,0
tea,farewell,0
decline,spine,1
polite,finite,1
chromosome,song,0
utilize,analyze,1
mean,shield,0
steam,nor,0
wear,immune,0
shed,lack,0
workplace,pace,1
sweep,start,0
fare,cardiac,0
prey,clay,1
park,reality,0
wine,caste,0
receipt,stood,0
everywhere,replace,0
syndrome,otherwise,0
textbook,screw,0
likelihood,will,0
store,head,0
pass,wall,0
invite,bright,1
skill,cardiac,0
clark,cast,0
shield,allies,0
yield,format,0
syndrome,ill,0
vain,grown,0
contrast,code,0
card,advise,0
until,brace,0
ring,done,0
slow,old,0
stood,seem,0
knee,tune,0
behold,claim,0
mere,frontier,1
alas,revealed,0
furthermore,yard,0
instead,view,0
son,ton,1
lead,theme,0
essay,grain,0
yield,part,0
resigned,shed,0
floor,undergo,0
wrong,wind,0
rode,race,0
die,game,0
fear,near,1
occupy,chi,1
pan,remind,0
textbook,lead,0
rebel,smell,1
wire,fight,0
minimize,size,1
ton,cheap,0
smell,hell,1
good,mar,0
episode,widespread,0
joe,hello,1
park,song,0
seminar,handbook,0
shadow,took,0
crown,team,0
bright,therefore,0
retreat,meat,1
rebel,fell,1
write,beam,0
fight,black,0
entire,into,0
fulfill,downtown,0
though,ratio,1
guard,wheat,0
pair,zone,0
inland,brand,1
modify,higher,0
beam,train,0
clan,otto,0
grain,complete,0
stare,chair,1
supreme,are,0
store,floor,1
tune,mar,0
land,sleep,0
copyright,insight,1
start,sleep,0
none,can,0
through,fame,0
convey,land,0
vaccine,cone,0
pour,spray,0
atmosphere,unclear,1
noon,identify,0
downtown,spine,0
afternoon,brazil,0
rainfall,offspring,0
wind,complete,0
jack,fall,0
pack,than,0
buyer,attack,0
afternoon,steam,0
chain,sustain,1
away,prey,1
supply,yard,0
size,football,0
feedback,marine,0
clean,arc,0
marine,vaccine,1
spare,slight,0
scan,tea,0
outlook,are,0
art,verify,0
beat,leap,0
regard,hood,0
track,frame,0
fold,mac,0
load,throne,0
strand,finland,1
assign,spine,1
gun,sealed,0
verify,hire,0
seen,outline,0
yield,sweep,0
residue,bear,0
start,near,0
can,find,0
jay,assign,0
bring,demand,0
birthday,grey,1
bold,counterpart,0
shell,retreat,0
fold,decline,0
case,crack,0
divine,guard,0
smell,grand,0
park,elsewhere,0
nor,therefore,1
broadcast,sea,0
offspring,queen,0
par,fight,0
bright,loan,0
obtain,around,0
frame,pan,0
fled,span,0
quite,copyright,1
claim,dwell,0
belong,marine,0
interview,railroad,0
apart,reality,0
finland,clark,0
zone,sweet,0
door,war,1
asleep,right,0
mere,sweep,0
down,span,0
chromosome,fair,0
white,ahead,0
sheer,radar,0
quite,pan,0
know,shield,0
guard,mass,0
designed,replace,0
essay,belong,0
know,code,0
bite,bark,0
belong,see,0
she,see,1
instead,personnel,0
till,broadcast,0
rear,dear,1
kill,brazil,1
share,radar,0
anything,yard,0
afternoon,spray,0
utilize,otherwise,1
find,door,0
mark,seminar,0
overhead,fled,1
cry,caste,0
fun,core,0
keep,contrast,0
lane,apart,0
should,own,0
format,insight,0
assign,afternoon,0
fee,hygiene,0
clue,railroad,0
combat,throw,0
write,bright,1
surprise,higher,0
spite,knight,1
utilize,tear,0
gain,attain,1
run,someone,1
class,utilize,0
courtyard,smart,0
bold,shield,0
neat,phone,0
afternoon,overall,0
hong,mode,0
train,chase,0
bring,bare,0
been,scheme,0
art,steep,0
fee,plea,1
until,drill,1
glow,lack,0
took,alcohol,0
shed,june,0
gear,year,1
phone,again,0
railroad,holiday,0
fame,wrong,0
park,vast,0
decree,everyone,0
dare,you,0
residue,leap,0
around,seen,0
claim,mankind,0
bay,gay,1
lay,concrete,0
vein,drain,1
nine,spine,1
combined,stack,0
shear,are,0
pass,cor,0
shook,syndrome,0
supply,episode,0
gold,smart,0
thread,essay,0
therefore,outlook,0
heat,meat,1
dean,lean,1
sing,whereby,0
lane,yield,0
revealed,parallel,0
score,portfolio,0
wine,folklore,0
kill,due,0
joe,audio,1
could,grace,0
extreme,seem,1
debris,smart,0
hello,overall,0
enterprise,advise,1
upright,came,0
supply,rely,1
utilize,recognize,1
premier,fulfill,0
race,nowhere,0
chromosome,maintain,0
outlined,ann,0
clark,gland,0
acquire,sell,0
anything,beam,0
brand,blast,0
took,copyright,0
belong,merchandise,0
seminar,plea,0
textbook,hold,0
complain,das,0
replace,three,0
through,who,1
wire,feedback,0
define,outline,1
van,hat,0
sat,telephone,0
outline,pie,0
offspring,amplifier,0
brown,childhood,0
fall,regime,0
team,sight,0
remark,been,0
allies,guard,0
amplifier,view,0
pie,took,0
sold,thereby,0
degree,base,0
prey,regime,0
look,merchandise,0
yard,grass,0
far,nat,0
chromosome,ore,0
done,polite,0
routine,thirteen,1
year,acquire,0
wright,despite,1
shield,race,0
could,beat,0
past,grow,0
attain,entire,0
courtyard,more,0
contrast,buyer,0
expand,courtyard,0
bed,syndrome,0
crystalline,gas,0
cry,severe,0
park,june,0
mark,plan,0
wrong,moon,0
spare,bare,1
way,array,1
last,yield,0
read,gland,0
cardiac,plane,0
see,flight,0
van,span,1
frame,interfere,0
interface,neighborhood,0
resigned,counterpart,0
night,sight,1
combat,beam,0
new,overview,1
furthermore,radar,0
hook,into,0
studio,fare,0
case,replace,1
sweep,thread,0
understood,bay,0
song,lined,0
begun,came,0
peer,hong,0
all,wall,1
art,decline,0
dare,last,0
command,pan,0
downtown,convey,0
jack,crew,0
sweep,handbook,0
guard,before,0
hong,afternoon,0
syndrome,spring,0
flame,away,0
drain,domain,1
japan,pan,1
assign,pine,1
clan,amplifier,0
new,pursue,1
shook,parallel,0
true,been,0
pass,should,0
plain,cook,0
jar,bark,0
around,mark,0
sigh,chase,0
hall,alcohol,1
mold,chromosome,0
explore,shell,0
fold,genuine,0
mere,atmosphere,1
guarantee,span,0
thereby,sigh,1
rise,gay,0
outline,forecast,0
alkaline,grace,0
expand,pour,0
shame,regime,0
should,cast,0
there,would,0
old,decline,0
mode,leap,0
know,low,1
crown,mac,0
display,sheep,0
blame,dwell,0
hood,cone,0
anyway,cook,0
dwell,hell,1
combine,old,0
hell,well,1
though,show,1
rode,clark,0
throne,stand,0
gay,steep,0
midnight,flight,1
core,resigned,0
door,recall,0
beam,jack,0
convey,resume,1
jar,good,0
pat,sheep,0
mold,higher,0
forecast,jack,0
told,brand,0
tell,cast,0
grand,vein,0
mankind,textbook,0
mark,chase,0
throne,zone,1
yield,along,0
receipt,suite,1
demand,workplace,0
chromosome,four,0
queen,magazine,1
shear,art,0
combat,bring,0
card,designed,0
embrace,comprise,0
free,knee,1
write,episode,0
same,flame,1
steep,defined,0
forecast,remark,0
gas,until,0
jay,clay,1
today,phone,0
revealed,farewell,0
height,might,1
ted,brass,0
clan,habitat,0
emphasize,slight,0
thread,around,0
household,mean,0
begun,someone,1
whereby,pie,1
behind,glow,0
where,yield,0
meet,wheat,1
base,blame,0
balloon,guarantee,0
park,affair,0
protein,combat,0
advise,demand,0
game,spring,0
mode,thing,0
mankind,radar,0
overhead,brace,0
stood,toe,0
alone,main,0
guard,belong,0
remark,crystalline,0
recognize,analyze,1
tomorrow,flow,1
sealed,wrong,0
fled,said,1
lean,die,0
design,june,0
decline,cream,0
chair,prepare,1
neighborhood,pair,0
welfare,jack,0
spray,hat,0
