word1,word2,label
sheer,engineer,1
wooden,decorated,0
aware,care,1
three,she,1
metal,porch,0
far,are,1
sight,spite,1
incomplete,sweet,1
wall,laid,0
powder,sand,0
should,hood,1
wore,dress,0
leaf,blue,0
true,due,1
hormone,thrown,1
ratio,buffalo,1
weather,storm,0
space,layer,0
sheet,elite,1
derived,ref,0
heir,elsewhere,1
rising,orbit,0
written,fiction,0
everyone,none,1
free,thee,1
install,cholesterol,1
sigh,cry,1
ridge,elevation,0
craft,furious,0
engine,lap,0
space,chase,1
brick,decorated,0
pond,bay,0
earth,rising,0
bull,wine,0
collar,orange,0
henry,mac,0
resemblance,wind,0
minimize,comprise,1
peer,sphere,1
artillery,radiation,0
fed,read,1
deer,black,0
feedback,stack,1
fame,blame,1
behold,told,1
pain,drain,1
ventricular,syndrome,0
rode,code,1
ear,loss,0
rat,lion,0
month,flash,0
everything,sing,1
display,away,1
hardware,rare,1
guy,tie,1
soul,philosophy,0
snake,lion,0
find,defined,1
prayer,tales,0
province,versus,0
base,replace,1
light,marginal,0
thin,fiber,0
warm,vegetation,0
rainfall,severely,0
harbour,pond,0
porch,bark,0
mold,rolled,1
knight,write,1
flow,photo,1
yellow,red,0
tin,dogs,0
mine,benign,1
mac,track,1
offspring,anything,1
counterpart,part,1
widespread,dead,1
clark,bark,1
black,lack,1
mode,node,1
avenue,bridge,0
income,density,0
gold,mold,1
plea,knee,1
until,fill,1
bring,swing,1
maintain,grain,1
queen,frozen,0
enrolled,threshold,1
fell,tell,1
kind,wind,1
guy,fly,1
wine,shrine,1
keep,leap,1
dragon,white,0
wall,brick,0
outline,define,1
instead,widespread,1
ran,can,1
steel,frame,0
opponent,opposing,0
artillery,magnetic,0
divine,combine,1
painting,dining,0
purple,flag,0
mine,genuine,1
keep,sheep,1
dot,lighter,0
afternoon,june,1
ref,spelling,0
case,chase,1
lake,harbor,0
thing,everything,1
scales,dot,0
brain,mental,0
shield,bird,0
dan,ban,1
shoe,clue,1
revenue,true,1
purple,layer,0
past,vast,1
baseball,protocol,1
grass,das,1
scored,dragon,0
debris,fee,1
episode,mode,1
utilize,analyze,1
avenue,review,1
decline,design,1
lap,truck,0
past,forecast,1
copy,drive,0
exhibition,imprisonment,0
would,childhood,1
receipt,complete,1
vein,cave,0
exit,bridge,0
bread,fled,1
guy,whereby,1
fabric,stone,0
caste,vast,1
grey,scattering,0
mar,far,1
prize,surprise,1
welfare,stare,1
wind,cloud,0
thread,ahead,1
immune,afternoon,1
unknown,tone,1
deer,disappear,1
density,situated,0
told,sold,1
fan,plan,1
wild,fur,0
strand,demand,1
brass,das,1
facial,dark,0
vein,soil,0
income,poverty,0
space,bass,1
accident,vehicle,0
wore,ridge,0
firing,suppression,0
atmosphere,star,0
grain,chips,0
handbook,outlook,1
spread,shed,1
darkness,cardiovascular,0
last,grass,1
sheer,sphere,1
view,clue,1
ash,stone,0
value,enemy,0
explosion,safety,0
you,who,1
demand,stand,1
habitat,bat,1
bare,aware,1
fan,van,1
hole,narrow,0
yard,card,1
row,show,1
broadcast,contrast,1
grain,stone,0
elite,neat,1
drive,currency,0
dry,wind,0
node,rode,1
care,compare,1
seminar,reservoir,1
gallery,graphic,0
road,neighborhood,0
appetite,right,1
orange,bull,0
dwell,personnel,1
between,saline,1
told,hold,1
mean,dean,1
nine,combine,1
mold,enrolled,1
skill,mill,1
dressed,cut,0
eye,supply,1
blown,tone,1
slight,fight,1
avenue,historic,0
carrier,speed,0
nose,hair,0
beach,pond,0
metal,plate,0
assign,benign,1
play,away,1
die,supply,1
cole,palace,0
ammunition,burning,0
tree,reality,1
advise,compromise,1
diabetes,rhythm,0
blow,slow,1
duke,palace,0
word,meaning,0
highlight,unite,1
cane,stain,1
finger,arm,0
thirteen,keen,1
storm,water,0
jump,altitude,0
mild,hot,0
conference,totally,0
counsel,spectral,0
harbour,river,0
gulf,fishing,0
hell,spell,1
summit,elevation,0
wine,milk,0
reality,lee,1
circle,statue,0
your,score,1
medium,flowing,0
around,brown,1
colour,gray,0
scan,van,1
bright,despite,1
hung,tower,0
utilize,enterprise,1
balloon,tune,1
shadow,dry,0
deer,mice,0
pit,cave,0
fall,overall,1
scattering,blue,0
class,gas,1
driven,wheel,0
debris,agree,1
shopping,historic,0
severe,tear,1
jerry,chile,0
low,pro,1
nuclear,storage,0
crown,reign,0
causing,lightning,0
duke,queen,0
maintain,chain,1
tone,spot,0
borrow,studio,1
alignment,links,0
ran,than,1
outlook,look,1
ignore,corps,1
wood,inscription,0
bowed,code,1
harbor,arctic,0
crystal,roof,0
shell,smell,1
sand,sea,0
note,diamond,0
mark,remark,1
outlined,blind,1
essay,decay,1
efficient,algorithm,0
spell,parallel,1
sheriff,altitude,0
par,seminar,1
wheel,chase,0
pine,alkaline,1
fled,said,1
crossing,heading,0
alignment,heading,0
low,shadow,1
warm,rain,0
bear,warfare,1
dead,read,1
rear,truck,0
coronary,darkness,0
magnetic,percentage,0
wright,appetite,1
census,poverty,0
embrace,case,1
situated,poverty,0
thick,canyon,0
exhibition,detail,0
defensive,pitch,0
peer,near,1
cavalry,infantry,0
mud,temperature,0
offense,kick,0
gun,everyone,1
percentage,artillery,0
northeast,links,0
dynasty,duke,0
tree,frame,0
sight,copyright,1
pass,bass,1
ratio,row,1
ammunition,volunteer,0
before,store,1
gel,shell,1
carrier,chain,0
well,hell,1
worn,wore,0
known,hormone,1
node,code,1
resigned,bind,1
university,elementary,0
line,outline,1
pants,worn,0
clay,lay,1
auto,driving,0
shown,blown,1
swing,anything,1
everyday,way,1
cognitive,meditation,0
exterior,wine,0
curve,clock,0
wear,worn,0
lighting,optical,0
historic,parking,0
shown,tone,1
frame,game,1
plain,pain,1
white,scales,0
alkaline,line,1
crystalline,benign,1
mill,ill,1
pink,blue,0
fantasy,transverse,0
that,fat,1
fifteen,machine,1
breakdown,around,1
craft,carrier,0
nor,folklore,1
uniform,pale,0
valve,pulmonary,0
marble,monument,0
finger,gesture,0
tropical,shadow,0
all,baseball,1
sustain,brain,1
vaccine,machine,1
crown,down,1
disappear,appear,1
afternoon,balloon,1
bowl,planet,0
soil,lap,0
population,income,0
guide,author,0
bark,frame,0
influence,presence,0
drought,weather,0
gland,brand,1
war,dry,0
beam,seem,1
faster,transform,0
mouth,harbour,0
spring,ring,1
men,counsel,0
margin,tail,0
agree,reality,1
wine,colour,0
reservoir,are,1
stood,hood,1
mask,value,0
guy,sigh,1
diabetes,cardiac,0
timber,wood,0
blood,orange,0
soul,syndrome,0
share,care,1
understand,demand,1
offspring,singh,1
brown,fashion,0
apparent,thereby,0
cast,rang,0
parking,road,0
spring,singh,1
horizon,distance,0
classification,wet,0
reign,attain,1
shed,overhead,1
brain,cognitive,0
designed,blind,1
appear,career,1
midnight,wright,1
fell,freezing,0
sing,bring,1
said,bread,1
jar,bar,1
nowhere,anywhere,1
sold,mold,1
color,tank,0
biography,printed,0
crown,downtown,1
commissioner,jump,0
spirit,consciousness,0
poetry,written,0
cardiac,black,1
mac,jack,1
snake,hat,0
gun,one,1
removal,falling,0
find,blind,1
blown,own,1
bridge,brick,0
grow,glow,1
dare,square,1
temple,wood,0
dry,fly,1
seen,saline,1
horse,tank,0
flag,yellow,0
kit,shield,0
protein,magazine,1
shed,said,1
burn,prevention,0
extreme,stream,1
furniture,grain,0
lighter,brown,0
till,drill,1
ice,winter,0
labor,metal,0
throne,blown,1
lung,darkness,0
colour,belt,0
bridge,northeast,0
sphere,dear,1
historic,neighborhood,0
guy,specify,1
obey,holiday,1
are,par,1
enrolled,behold,1
fancy,tin,0
shadow,green,0
shaft,sea,0
liver,kidney,0
span,can,1
telephone,alone,1
drive,harbor,0
disappear,shear,1
plan,ann,1
terrain,train,1
ventricular,soul,0
meditation,philosophy,0
enrolled,jump,0
bark,stone,0
depression,layer,0
brigade,explosion,0
cane,explain,1
star,bar,1
orange,leaves,0
goal,kick,0
hood,good,1
yellow,blue,0
shook,outlook,1
wind,temperature,0
population,census,0
cardiovascular,cemetery,0
kill,fulfill,1
track,cardiac,1
fold,enrolled,1
long,song,1
bomb,vehicle,0
orbit,apparent,0
extreme,supreme,1
confined,declined,1
conference,apparent,0
theater,reality,0
damage,washed,0
comes,literally,0
long,wrong,1
rat,fancy,0
star,conference,0
palace,crown,0
unclear,premier,1
for,war,1
peninsula,gulf,0
land,understand,1
liquid,lighting,0
defensive,opponent,0
novel,comic,0
mac,kingdom,0
ban,span,1
goal,catch,0
reign,queen,0
sandy,harbor,0
jump,school,0
wind,outlined,1
roof,altar,0
cavalry,intensity,0
polite,site,1
altar,exterior,0
upright,delight,1
regiment,lighting,0
pop,interpretation,0
star,seminar,1
lee,degree,1
optical,temperature,0
sleep,theater,0
thirteen,scene,1
currency,copy,0
chapter,tales,0
nowhere,questionnaire,1
everywhere,prepare,1
vector,magnetic,0
oxide,crystal,0
avenue,road,0
gland,demand,1
resemblance,influence,0
last,contrast,1
thirteen,clean,1
ing,sing,1
explain,campaign,1
gel,parallel,1
interpretation,sequence,0
analyze,surprise,1
gene,hygiene,1
jar,mar,1
darkness,artillery,0
audio,flow,1
wind,hill,0
compete,discrete,1
quarter,kick,0
figure,signature,0
tissue,you,1
thirteen,magazine,1
pulmonary,failure,0
stroke,cardiac,0
cast,caste,1
colour,colors,0
few,review,1
bar,radar,1
dynasty,reign,0
nose,facial,0
rebel,personnel,1
algorithm,patrol,0
pair,prepare,1
blame,came,1
mean,fifteen,1
beauty,pale,0
enemy,neck,0
limestone,own,1
hair,worn,0
otto,toe,1
yellow,background,0
occupy,try,1
train,reign,1
done,someone,1
parade,celebrated,0
swing,singh,1
thee,agree,1
worn,tied,0
god,conference,0
been,son,1
locality,enzyme,0
eat,incomplete,1
sculpture,photography,0
poetry,novel,0
same,aim,1
remark,arc,1
thrown,goal,0
purple,vein,0
where,air,1
enough,emphasis,0
dot,dorsal,0
entire,wire,1
cut,fur,0
shell,rebel,1
influence,commitment,0
card,dragon,0
cone,prone,1
rat,sat,1
pace,transform,0
attain,obtain,1
condition,kidney,0
situated,versus,0
accident,rental,0
volunteer,mere,1
museum,architecture,0
utilize,compromise,1
wind,presence,0
blue,costa,0
hole,bottom,0
replace,pace,1
restore,before,1
painter,architecture,0
buyer,acquire,1
snow,blood,0
likewise,utilize,1
bye,occupy,1
enterprise,otherwise,1
orange,blue,0
require,prior,1
suspension,driving,0
philosophy,cognitive,0
mark,arc,1
pat,flat,1
mold,told,1
although,though,1
neighborhood,residential,0
theater,interpretation,0
shopping,residential,0
look,textbook,1
gain,campaign,1
terrain,pain,1
residue,overview,1
corner,avenue,0
presence,advocate,0
sustainable,pink,0
rise,merchandise,1
sea,ocean,0
wind,lined,1
intersection,neighborhood,0
interface,grace,1
space,interface,1
blast,vast,1
theater,come,0
northeast,drive,0
crown,kingdom,0
panel,marble,0
plane,domain,1
spell,personnel,1
grown,blown,1
grass,color,0
wore,furthermore,1
novel,tales,0
liquid,window,0
loss,forehead,0
harbor,severely,0
feed,grey,0
removal,fallen,0
till,kill,1
sustainable,color,0
everyone,than,1
disk,labor,0
handbook,look,1
drove,automobile,0
blue,dark,0
replace,interface,1
fan,ran,1
temperature,cool,0
guy,chi,1
borrow,although,1
intersection,exit,0
tea,yellow,0
brick,pulp,0
guarantee,she,1
temperature,continental,0
tissue,cemetery,0
telephone,rang,0
van,ann,1
solar,newspaper,0
ice,war,0
stare,questionnaire,1
call,all,1
will,fill,1
poetry,printed,0
summit,storm,0
assigned,outlined,1
ref,literally,0
intensity,bright,0
affected,fell,0
prepare,declare,1
fulfill,ill,1
cry,dry,1
outer,pale,0
identify,eye,1
square,density,0
tiger,chile,0
enough,commitment,0
month,affected,0
downtown,streets,0
shell,fell,1
hood,worn,0
spell,cell,1
emergency,burn,0
protein,dean,1
pat,habitat,1
wrong,song,1
rescue,insurance,0
junction,crossing,0
decorated,bridge,0
gun,than,1
breakdown,downtown,1
tropical,cold,0
well,farewell,1
colour,nose,0
mirror,sculpture,0
radar,far,1
care,stare,1
resume,everyday,1
desire,entire,1
organ,decorated,0
premier,deer,1
transparent,altar,0
reactor,enough,0
freeze,depth,0
occupy,eye,1
insight,bite,1
eat,suite,1
tail,beard,0
afternoon,noon,1
freezing,winter,0
definition,school,0
decree,three,1
identify,justify,1
balloon,june,1
jail,exhibition,0
copy,rock,0
pack,cardiac,1
teeth,gray,0
owe,photo,1
island,beach,0
peninsula,landing,0
wine,outline,1
everyone,someone,1
prince,heir,0
say,essay,1
throne,princess,0
stream,esteem,1
carrier,food,0
soul,funeral,0
kick,quantum,0
star,mar,1
say,pay,1
brown,feed,0
core,ore,1
pale,forehead,0
fell,smell,1
sheet,incomplete,1
drain,reign,1
driven,bomb,0
presence,enough,0
compete,sweet,1
free,guarantee,1
concrete,optical,0
commonwealth,mask,0
plain,remain,1
offspring,wing,1
marginal,fantasy,0
dry,cold,0
enrolled,old,1
patrol,speed,0
kick,percentage,0
crash,driving,0
suspension,crash,0
claim,came,1
chapter,comic,0
clarify,apply,1
tube,roof,0
show,radio,1
halfway,birthday,1
exit,trail,0
hall,wall,1
analyze,enterprise,1
alcohol,hall,1
fallen,winter,0
plane,main,1
entire,amplifier,1
span,fan,1
architecture,exhibition,0
chocolate,fantasy,0
copy,labor,0
sleep,leap,1
fee,tea,1
soul,attack,0
overall,wall,1
buried,valve,0
chile,dogs,0
causing,vegetation,0
skill,ill,1
play,resume,1
higher,hire,1
concrete,beat,1
son,one,1
brick,hat,0
lens,crystal,0
essay,pay,1
asleep,steep,1
tight,quite,1
hung,rang,0
nuclear,water,0
biography,manuscript,0
belong,along,1
ammunition,brigade,0
rear,disappear,1
shy,ally,1
boat,mouth,0
decline,sign,1
imprisonment,museum,0
statue,hitherto,1
thunder,storm,0
crack,mac,1
loan,bone,1
thinking,psychology,0
remain,sustain,1
prayer,guide,0
rang,curve,0
neighborhood,likelihood,1
spectral,guy,0
tiger,snake,0
ocean,impression,0
grow,though,1
role,component,0
that,nat,1
still,kill,1
mill,until,1
modify,guy,1
convey,grey,1
throw,owe,1
dress,forehead,0
nowhere,despair,1
narrow,space,0
emphasis,links,0
cream,team,1
theme,scheme,1
warm,fallen,0
density,census,0
protein,screen,1
asleep,cheap,1
labour,rock,0
seat,discrete,1
tea,orange,0
opposition,sense,0
links,wind,0
inclination,orbit,0
debris,tree,1
colour,dress,0
accumulation,frozen,0
cheap,sheep,1
regime,theme,1
brain,psychology,0
protection,fired,0
tunnel,northwest,0
bone,phone,1
rainfall,fall,1
understand,expand,1
nearest,junction,0
beat,complete,1
mac,pack,1
historic,downtown,0
population,situated,0
fun,son,1
driver,chase,0
ridge,note,0
storm,cold,0
otto,photo,1
sweep,sheep,1
band,finland,1
hire,require,1
diamond,wear,0
pioneer,deer,1
wore,facial,0
influence,opposition,0
value,commonwealth,0
ceramic,ceiling,0
indication,channel,0
lane,terrain,1
heading,tunnel,0
four,restore,1
retreat,defeat,1
personnel,parallel,1
meditation,self,0
soul,surgery,0
guru,shoe,1
gland,finland,1
park,arc,1
cold,frozen,0
refined,kind,1
laid,marble,0
cook,outlook,1
white,dot,0
mat,hat,1
purple,sustainable,0
heat,snow,0
prince,dynasty,0
shirt,forehead,0
decay,convey,1
sell,shell,1
gel,cell,1
residue,crew,1
beauty,skin,0
wind,refined,1
threshold,bold,1
lee,debris,1
guide,manuscript,0
coat,pink,0
income,square,0
beauty,dress,0
affected,vegetation,0
counterpart,start,1
brazil,will,1
skill,fulfill,1
organize,merchandise,1
sue,who,1
protein,between,1
behind,declined,1
bridge,trail,0
blind,kind,1
sold,behold,1
biography,comic,0
door,before,1
studio,potato,1
wire,prior,1
road,downtown,0
pace,forward,0
liver,stroke,0
spirit,philosophy,0
quantum,quarter,0
maintain,contain,1
bind,blind,1
interview,tissue,1
lightning,tropical,0
fat,bat,1
combine,define,1
below,studio,1
fallen,month,0
tear,chair,1
utilize,characterize,1
buffalo,know,1
parallel,cell,1
color,hood,0
brace,bass,1
dining,graphic,0
seen,vaccine,1
immune,noon,1
baseball,small,1
fired,suppression,0
dry,lie,1
oak,chips,0
prevention,fired,0
known,cone,1
chair,compare,1
enemy,damage,0
versus,median,0
drive,metal,0
ref,comes,0
bold,behold,1
sea,superior,0
case,grace,1
leap,sweep,1
prayer,chapter,0
unite,midnight,1
inland,demand,1
powder,detail,0
cross,brick,0
advise,enterprise,1
coup,clue,1
snow,storm,0
visible,beam,0
crown,cole,0
gene,screen,1
sand,dining,0
line,benign,1
tank,reflected,0
brigade,damage,0
rhythm,attack,0
grand,sand,1
flame,claim,1
grace,space,1
road,shopping,0
tales,poetry,0
firing,artillery,0
through,who,1
tea,knee,1
imprisonment,sand,0
cone,telephone,1
reflected,infantry,0
volunteer,fired,0
comic,fiction,0
spread,fed,1
aim,game,1
thrown,foot,0
speed,transform,0
interview,you,1
wall,entrance,0
bay,railway,1
shirt,kit,0
drain,contain,1
immune,balloon,1
limestone,cone,1
tight,overnight,1
mine,nine,1
jane,again,1
potato,pro,1
hair,bright,0
june,tune,1
enough,slow,0
same,claim,1
beneath,vein,0
tea,degree,1
limestone,throne,1
marine,queen,1
gain,pain,1
interpretation,come,0
fun,anyone,1
storm,flood,0
harbor,railroad,0
studio,low,1
will,till,1
steam,stream,1
street,highway,0
keep,asleep,1
muscle,liver,0
downtown,journal,0
pale,collar,0
race,bass,1
residue,view,1
none,done,1
despite,overnight,1
fell,white,0
ore,corps,1
thick,space,0
son,run,1
one,won,1
past,broadcast,1
clan,dan,1
dressed,fur,0
premier,beer,1
passenger,crash,0
mill,drill,1
upright,invite,1
stood,would,1
household,enrolled,1
nine,benign,1
queen,palace,0
done,run,1
shaft,vein,0
protection,prevention,0
accumulation,freezing,0
ocean,bottom,0
colour,bright,0
roof,arch,0
lee,tree,1
value,neck,0
base,embrace,1
sustain,obtain,1
crew,avenue,1
coat,dog,0
plea,tree,1
bowl,god,0
frame,roof,0
broke,wounded,0
thunder,vegetation,0
alas,das,1
prevention,brigade,0
hook,cook,1
duke,kingdom,0
air,chair,1
before,folklore,1
black,matter,0
ban,san,1
lane,downtown,0
cast,broadcast,1
war,continental,0
wisdom,foolish,0
note,colour,0
incomplete,complete,1
she,lee,1
studio,hello,1
run,one,1
transverse,basal,0
syndrome,hearts,0
tree,steel,0
wall,concrete,0
war,therefore,1
blue,white,0
bite,write,1
restore,outdoor,1
yard,pass,0
engine,driven,0
blue,shade,0
beach,peninsula,0
statue,concrete,0
lake,sand,0
scene,clean,1
slow,food,0
sculpture,bottle,0
meditation,spirit,0
train,campaign,1
wright,flight,1
blow,low,1
protocol,tall,1
tail,teeth,0
patrol,enough,0
outdoor,door,1
ann,can,1
cardiac,soul,0
mankind,bind,1
structure,grain,0
spray,delay,1
nine,assign,1
pulp,pine,0
wine,ceiling,0
protection,alarm,0
identify,fly,1
lens,darkness,0
old,hold,1
census,median,0
that,combat,1
belly,horse,0
cholesterol,all,1
depression,load,0
quarter,magnetic,0
deer,lion,0
vein,train,1
muscle,failure,0
shaft,sleep,0
chest,rhythm,0
buffalo,tomorrow,1
protein,marine,1
textbook,took,1
wright,bite,1
color,artillery,0
poetry,guide,0
track,stack,1
strand,sand,1
steel,ash,0
reply,imply,1
pour,ore,1
commitment,advocate,0
beauty,gray,0
cut,tail,0
man,counsel,0
sign,spine,1
rear,sheer,1
burn,department,0
parallel,hotel,1
class,grass,1
bill,until,1
too,interview,1
water,war,0
guarantee,lee,1
parking,vehicle,0
weather,depth,0
ventricular,darkness,0
scored,thrown,0
thread,widespread,1
seen,queen,1
install,alcohol,1
guy,advice,0
avenue,journal,0
blast,contrast,1
freezing,frozen,0
delay,drought,0
instead,fed,1
tall,small,1
quantum,goal,0
powder,exhibition,0
explore,your,1
tunnel,trail,0
belt,planet,0
alcohol,small,1
ignore,four,1
entrance,sculpture,0
dining,museum,0
chase,driving,0
eye,sky,1
graphic,sculpture,0
household,told,1
brigade,reflected,0
everyday,away,1
scan,can,1
restaurant,quick,0
shed,ted,1
borrow,glow,1
dry,climate,0
declined,outlined,1
commonwealth,facial,0
guy,man,0
grass,diamond,0
note,collar,0
bore,cor,1
pie,tie,1
colors,tied,0
avenue,shoe,1
seat,repeat,1
rainfall,alcohol,1
transform,food,0
colors,leaves,0
star,partial,0
cardiac,jack,1
behind,resigned,1
birthday,may,1
chi,rely,1
too,into,1
nine,sign,1
tied,beard,0
restore,explore,1
safety,burned,0
sand,harbour,0
clay,birthday,1
wisdom,encyclopedia,0
tall,alcohol,1
river,landing,0
combat,sat,1
screen,hygiene,1
neat,incomplete,1
own,tone,1
protocol,cholesterol,1
stain,contain,1
desire,require,1
widespread,overhead,1
bass,alas,1
underground,canyon,0
low,below,1
site,night,1
thinking,philosophy,0
reign,duke,0
sing,swing,1
prone,blown,1
rebel,tell,1
passing,tunnel,0
find,declined,1
attack,track,1
pan,than,1
water,narrow,0
shell,spell,1
steep,sleep,1
chocolate,metallic,0
wine,lion,0
fancy,jerry,0
street,route,0
micro,know,1
defined,wind,1
racing,engine,0
storm,mountain,0
island,lake,0
bring,everything,1
dean,machine,1
automobile,ford,0
mountain,fell,0
muscle,disease,0
pour,wore,1
cavalry,lens,0
interpretation,reality,0
percentage,goal,0
square,where,1
wine,crystalline,1
layer,load,0
leaf,pale,0
foolish,encyclopedia,0
architecture,sculpture,0
gray,dressed,0
grey,play,1
ran,ann,1
imagine,currency,0
chain,transform,0
free,debris,1
for,folklore,1
specify,thereby,1
unclear,appear,1
lamp,lighting,0
word,comes,0
retreat,meet,1
ruler,palace,0
spot,orange,0
japan,can,1
definition,commissioner,0
plastic,altar,0
arrow,grass,0
dwell,parallel,1
panel,transparent,0
exercise,merchandise,1
share,bare,1
dog,mouse,0
stream,beam,1
rate,stroke,0
unclear,pioneer,1
plastic,leather,0
smoke,rescue,0
machine,protein,1
wore,grass,0
cholesterol,alcohol,1
bottle,glasses,0
acquire,wire,1
bowl,apparent,0
undergo,photo,1
san,than,1
surgery,tissue,0
size,organize,1
wooden,chips,0
view,too,1
format,nat,1
tight,appetite,1
fulfill,till,1
purple,thick,0
encyclopedia,advice,0
yellow,bay,0
sat,hat,1
night,might,1
more,cor,1
wild,pet,0
tie,imply,1
floor,core,1
brick,monument,0
anyone,everyone,1
black,beneath,0
orange,colors,0
structure,pine,0
blind,combined,1
arise,rise,1
artillery,gun,0
impression,shaft,0
ventricular,rhythm,0
beam,cream,1
contain,jane,1
chest,cutting,0
faster,algorithm,0
yellow,posterior,0
animal,rat,0
land,grand,1
defeat,concrete,1
brass,last,1
few,through,1
eat,concrete,1
fusion,continental,0
lap,driven,0
concrete,receipt,1
machine,gene,1
transform,flowing,0
main,complain,1
fiction,poetry,0
body,soul,0
shoulder,sword,0
shade,margin,0
domain,brain,1
tower,clock,0
clock,telephone,0
lack,attack,1
stain,drain,1
led,ted,1
say,gay,1
powder,museum,0
restaurant,forward,0
ceramic,exterior,0
men,ruler,0
membrane,terrain,1
frost,winter,0
sandy,battery,0
bat,threw,0
voltage,college,0
good,childhood,1
compete,meat,1
someone,gun,1
lap,wind,0
tray,display,1
peer,sheer,1
space,brace,1
breed,mice,0
last,broadcast,1
failure,cemetery,0
oxide,wall,0
colour,lighting,0
texture,hat,0
frame,fame,1
well,fell,1
hotel,sell,1
air,there,1
brand,demand,1
hat,rat,1
neighborhood,should,1
kingdom,henry,0
habitat,rat,1
liver,cemetery,0
clothing,color,0
bill,ill,1
hart,cart,1
resemblance,commitment,0
shame,came,1
cemetery,elevation,0
bowed,rode,1
contain,attain,1
tan,than,1
severe,fear,1
lane,linking,0
farewell,dwell,1
mountain,fallen,0
advice,counsel,0
drive,peninsula,0
shame,same,1
identify,sigh,1
bone,hormone,1
apparent,inclination,0
again,gain,1
bay,leaves,0
vast,forecast,1
load,rode,1
winter,lion,0
truck,brigade,0
sue,you,1
tip,grey,0
cream,supreme,1
wooden,bark,0
fallen,white,0
dragon,hit,0
intersection,corner,0
still,until,1
team,esteem,1
bar,par,1
night,right,1
reign,prince,0
blue,green,0
cold,gauge,0
das,mass,1
fall,install,1
darkness,failure,0
valve,syndrome,0
dress,pale,0
dan,fan,1
last,past,1
pop,theater,0
volunteer,prevention,0
dean,vaccine,1
automobile,bomb,0
beneath,light,0
painter,imprisonment,0
though,slow,1
midnight,white,1
battery,regiment,0
complete,wheat,1
thing,swing,1
fold,sold,1
might,midnight,1
same,flame,1
arctic,nuclear,0
flame,blame,1
fame,same,1
your,outdoor,1
cry,imply,1
mask,shirt,0
limestone,zone,1
tank,darkness,0
advice,wisdom,0
slow,efficient,0
pitch,dragon,0
stream,supreme,1
weather,accumulation,0
hay,stay,1
earth,distance,0
journal,brick,0
shadow,cold,0
outer,abdomen,0
plastic,chips,0
freezing,nuclear,0
size,emphasize,1
nat,flat,1
identify,pie,1
same,came,1
depth,sleep,0
bottom,canyon,0
fee,free,1
pet,tail,0
caught,offense,0
hotel,shell,1
thin,plastic,0
melting,depth,0
appear,deer,1
distance,rising,0
restore,ignore,1
gel,personnel,1
recall,rainfall,1
storm,lightning,0
cor,floor,1
automobile,auto,0
tip,bright,0
furniture,painting,0
rabbi,wisdom,0
beauty,clothes,0
storm,wind,0
fur,hat,0
revenue,through,1
node,railroad,1
tell,cell,1
chest,muscle,0
ally,reply,1
situated,province,0
organ,transparent,0
catch,throw,0
shirt,colour,0
string,ing,1
store,ore,1
volunteer,atmosphere,1
elementary,commissioner,0
wing,bring,1
lamp,battery,0
architecture,painting,0
rainfall,falling,0
sacred,valve,0
shoulder,finger,0
they,halfway,1
lamp,blue,0
canyon,water,0
bearing,net,0
metallic,skin,0
who,due,1
temperature,freezing,0
attack,hearts,0
sea,see,1
thin,liquid,0
laid,monument,0
fifteen,scene,1
kingdom,ruler,0
grown,alone,1
way,anyway,1
campaign,chain,1
fat,sat,1
horror,outer,0
screen,scene,1
laid,exterior,0
novel,publisher,0
sky,reply,1
dogs,pet,0
hire,buyer,1
ford,vehicle,0
sand,brand,1
beam,team,1
snake,mouse,0
northeast,exit,0
soft,labour,0
wind,spring,0
base,workplace,1
attain,membrane,1
ratio,audio,1
hay,delay,1
may,halfway,1
hamlet,alignment,0
color,basal,0
rise,analyze,1
run,everyone,1
mold,bold,1
claim,frame,1
drive,pit,0
into,view,1
attack,buried,0
roof,monument,0
prepare,spare,1
throw,threw,0
furniture,beer,0
frozen,resort,0
floor,ore,1
rabbi,counsel,0
career,fear,1
height,quite,1
hood,would,1
keep,sleep,1
falling,wind,0
tone,zone,1
thread,overhead,1
colour,blue,0
ruler,man,0
sustainable,red,0
labour,currency,0
exterior,fabric,0
lean,protein,1
dress,yellow,0
dry,fog,0
brick,timber,0
purple,bird,0
celebration,parade,0
tree,plastic,0
outlined,defined,1
oak,pulp,0
compromise,prize,1
higher,entire,1
suppression,artillery,0
freezing,weather,0
soil,hole,0
fall,cold,0
drove,parking,0
affected,rainfall,0
colour,wearing,0
good,likelihood,1
clan,than,1
heading,residential,0
voltage,enrolled,0
pond,sandy,0
shallow,sleep,0
tiger,breed,0
knight,throat,0
melting,patrol,0
moon,distance,0
spread,ahead,1
ill,still,1
coat,background,0
coat,jerry,0
tank,spectrum,0
orange,white,0
shopping,neighborhood,0
enrolled,elementary,0
diabetes,cemetery,0
sand,bay,0
blow,borrow,1
pat,bat,1
volunteer,burnt,0
lie,cry,1
clock,bat,0
imprisonment,jail,0
bay,flag,0
theme,team,1
anything,wing,1
orange,colour,0
scene,magazine,1
upright,despite,1
breakdown,brown,1
beat,defeat,1
everyday,railway,1
bowed,load,1
wearing,brown,0
tales,printed,0
true,clue,1
artillery,safety,0
smell,spell,1
audio,owe,1
wheat,compete,1
department,burning,0
spring,swing,1
novel,written,0
disk,labour,0
into,overview,1
football,protocol,1
food,algorithm,0
shaft,depth,0
